,reaction_id,rxn_smiles,products,DG_TS,G,DE_RP,G_alt1,G_alt2,f
3226,3807,[CH3:1].[cH:2]1[cH:3][cH:4][cH:5][s:6]1>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][s:6]1,[CH3:1][c:2]1[cH:3][cH:4][cH:5][s:6]1,15.7,143.3797599,-26.953032097863133,202.62925410000003,137.3556639,0.20349117664362587
3227,3808,[CH3:1].[cH:2]1[cH:3][cH:4][s:5][cH:6]1>>[CH3:1][c:2]1[cH:3][cH:4][s:5][cH:6]1,[CH3:1][c:2]1[cH:3][cH:4][s:5][cH:6]1,18.4,143.3797599,-14.158053624513911,202.62925410000003,137.3556639,0.17770309303089404
3228,3809,[CH3:1].[cH:2]1[n:3][cH:4][cH:5][s:6]1>>[CH3:1][c:2]1[n:3][cH:4][cH:5][s:6]1,[CH3:1][c:2]1[n:3][cH:4][cH:5][s:6]1,13.6,143.0597298,-29.519201612237374,213.5479281,126.1169598,0.19823608534537218
3229,3810,[CH3:1].[cH:2]1[cH:3][s:4][cH:5][n:6]1>>[CH3:1][c:2]1[cH:3][s:4][cH:5][n:6]1,[CH3:1][c:2]1[cH:3][s:4][cH:5][n:6]1,17.4,143.0597298,-17.22753133964322,213.5479281,126.1169598,0.18183849295807636
3230,3811,[CH3:1].[cH:2]1[cH:3][n:4][cH:5][s:6]1>>[CH3:1][c:2]1[cH:3][n:4][cH:5][s:6]1,[CH3:1][c:2]1[cH:3][n:4][cH:5][s:6]1,15.7,143.0597298,-26.599972381406324,213.5479281,126.1169598,0.20271243508739772
3231,3812,[CH3:1].[cH:2]1[cH:3][cH:4][cH:5][cH:6][n:7]1>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][cH:6][n:7]1,[CH3:1][c:2]1[cH:3][cH:4][cH:5][cH:6][n:7]1,16.3,141.22740059999998,-14.364894098218688,210.09034799999998,127.7422107,0.16627401587330037
3232,3813,[CH3:1].[cH:2]1[cH:3][cH:4][cH:5][n:6][cH:7]1>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][n:6][cH:7]1,[CH3:1][c:2]1[cH:3][cH:4][cH:5][n:6][cH:7]1,17.2,141.22740059999998,-13.806863887949406,210.09034799999998,127.7422107,0.17067107262168715
3233,3814,[CH3:1].[cH:2]1[cH:3][cH:4][n:5][cH:6][cH:7]1>>[CH3:1][c:2]1[cH:3][cH:4][n:5][cH:6][cH:7]1,[CH3:1][c:2]1[cH:3][cH:4][n:5][cH:6][cH:7]1,16.7,141.22740059999998,-12.472926975334751,210.09034799999998,127.7422107,0.1624080269850083
3234,3815,[F:1][CH2:2].[cH:3]1[cH:4][cH:5][cH:6][o:7]1>>[F:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][o:7]1,[F:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][o:7]1,13.2,153.1814661,-25.13599864233782,197.1761922,140.3614368,0.16821877983820205
3235,3816,[F:1][CH2:2].[cH:3]1[cH:4][cH:5][o:6][cH:7]1>>[F:1][CH2:2][c:3]1[cH:4][cH:5][o:6][cH:7]1,[F:1][CH2:2][c:3]1[cH:4][cH:5][o:6][cH:7]1,18.9,153.1814661,-11.767046184675577,197.1761922,140.3614368,0.16179191728168077
3236,3817,[F:1][CH2:2].[cH:3]1[cH:4][cH:5][cH:6][nH:7]1>>[F:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][nH:7]1,[F:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][nH:7]1,16.1,160.09035120000001,-20.45677328918376,183.5529501,160.893564,0.16445954704478077
3237,3818,[F:1][CH2:2].[cH:3]1[cH:4][cH:5][nH:6][cH:7]1>>[F:1][CH2:2][c:3]1[cH:4][cH:5][nH:6][cH:7]1,[F:1][CH2:2][c:3]1[cH:4][cH:5][nH:6][cH:7]1,19.8,160.09035120000001,-9.352192549057465,183.5529501,160.893564,0.1528892659117905
3238,3819,[F:1][CH2:2].[cH:3]1[cH:4][cH:5][cH:6][s:7]1>>[F:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][s:7]1,[F:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][s:7]1,15.0,143.3797599,-25.984042639324045,202.6104288,125.12549399999999,0.19522993579557543
3239,3820,[F:1][CH2:2].[cH:3]1[cH:4][cH:5][s:6][cH:7]1>>[F:1][CH2:2][c:3]1[cH:4][cH:5][s:6][cH:7]1,[F:1][CH2:2][c:3]1[cH:4][cH:5][s:6][cH:7]1,17.4,143.3797599,-14.017625859924028,202.6104288,125.12549399999999,0.1702389022480293
3240,3821,[F:1][CH2:2].[cH:3]1[n:4][cH:5][cH:6][s:7]1>>[F:1][CH2:2][c:3]1[n:4][cH:5][cH:6][s:7]1,[F:1][CH2:2][c:3]1[n:4][cH:5][cH:6][s:7]1,13.1,143.0597298,-27.63728362267613,213.5291028,113.88678990000001,0.18816365618032965
3241,3822,[F:1][CH2:2].[cH:3]1[cH:4][s:5][cH:6][n:7]1>>[F:1][CH2:2][c:3]1[cH:4][s:5][cH:6][n:7]1,[F:1][CH2:2][c:3]1[cH:4][s:5][cH:6][n:7]1,16.5,143.0597298,-16.09672022984795,213.5291028,113.88678990000001,0.17159518020370237
3242,3823,[F:1][CH2:2].[cH:3]1[cH:4][n:5][cH:6][s:7]1>>[F:1][CH2:2][c:3]1[cH:4][n:5][cH:6][s:7]1,[F:1][CH2:2][c:3]1[cH:4][n:5][cH:6][s:7]1,15.2,143.0597298,-24.905639721298765,213.5291028,113.88678990000001,0.19329562483662246
3243,3824,[F:1][CH2:2].[cH:3]1[cH:4][cH:5][cH:6][cH:7][n:8]1>>[F:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][n:8]1,[F:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][n:8]1,15.8,141.22740059999998,-14.1046815772685,210.07152269999997,115.5120408,0.16181237275165322
3244,3825,[F:1][CH2:2].[cH:3]1[cH:4][cH:5][cH:6][n:7][cH:8]1>>[F:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][n:7][cH:8]1,[F:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][n:7][cH:8]1,17.0,141.22740059999998,-12.746764997496058,210.07152269999997,115.5120408,0.1655017539050282
3245,3826,[F:1][CH2:2].[cH:3]1[cH:4][cH:5][n:6][cH:7][cH:8]1>>[F:1][CH2:2][c:3]1[cH:4][cH:5][n:6][cH:7][cH:8]1,[F:1][CH2:2][c:3]1[cH:4][cH:5][n:6][cH:7][cH:8]1,16.3,141.22740059999998,-11.82564495099182,210.07152269999997,115.5120408,0.15728408496598723
3255,3836,[CH3:1][CH2:2].[cH:3]1[cH:4][cH:5][cH:6][cH:7][n:8]1>>[CH3:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][n:8]1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][n:8]1,18.2,141.22740059999998,-10.132528970004655,204.91339049999996,108.2705754,0.1647432749321758
3257,3839,[CH3:1][CH:2][CH3:3].[cH:4]1[cH:5][cH:6][cH:7][o:8]1>>[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][cH:7][o:8]1,[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][cH:7][o:8]1,16.1,153.1814661,-18.968587515915015,187.6694157,120.45681960000002,0.16701951227738976
3258,3841,[CH3:1][CH:2][CH3:3].[cH:4]1[cH:5][cH:6][cH:7][nH:8]1>>[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][cH:7][nH:8]1,[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][cH:7][nH:8]1,20.0,160.09035120000001,-11.557781012326362,174.0461736,140.9889468,0.16102713444583397
3259,3842,[CH3:1][CH:2][CH3:3].[cH:4]1[cH:5][cH:6][nH:7][cH:8]1>>[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][nH:7][cH:8]1,[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][nH:7][cH:8]1,24.6,160.09035120000001,-0.6839407192793493,174.0461736,140.9889468,0.15579933564190765
3260,3843,[CH3:1][CH:2][CH3:3].[cH:4]1[cH:5][cH:6][cH:7][s:8]1>>[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][cH:7][s:8]1,[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][cH:7][s:8]1,17.7,143.3797599,-18.452374572081407,193.1036523,105.2208768,0.18779629220205368
3261,3844,[CH3:1][CH:2][CH3:3].[cH:4]1[cH:5][cH:6][s:7][cH:8]1>>[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][s:7][cH:8]1,[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][s:7][cH:8]1,21.0,143.3797599,-5.425799728075846,193.1036523,105.2208768,0.16538526693430403
3262,3845,[CH3:1][CH:2][CH3:3].[cH:4]1[n:5][cH:6][cH:7][s:8]1>>[CH3:1][CH:2]([CH3:3])[c:4]1[n:5][cH:6][cH:7][s:8]1,[CH3:1][CH:2]([CH3:3])[c:4]1[n:5][cH:6][cH:7][s:8]1,15.2,143.0597298,-21.54290462021484,204.0223263,93.9821727,0.18154271887984103
3263,3846,[CH3:1][CH:2][CH3:3].[cH:4]1[cH:5][s:6][cH:7][n:8]1>>[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][s:6][cH:7][n:8]1,[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][s:6][cH:7][n:8]1,20.2,143.0597298,-8.947080878114367,204.0223263,93.9821727,0.17247020159727144
3264,3847,[CH3:1][CH:2][CH3:3].[cH:4]1[cH:5][n:6][cH:7][s:8]1>>[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][n:6][cH:7][s:8]1,[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][n:6][cH:7][s:8]1,17.4,143.0597298,-18.38280442084671,204.0223263,93.9821727,0.1858762228028712
3265,3848,[CH3:1][CH:2][CH3:3].[cH:4]1[cH:5][cH:6][cH:7][cH:8][n:9]1>>[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][n:9]1,[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][n:9]1,18.8,141.22740059999998,-6.171257135203308,200.56474619999997,95.60742359999999,0.15496729724275374
3266,3849,[CH3:1][CH:2][CH3:3].[cH:4]1[cH:5][cH:6][cH:7][n:8][cH:9]1>>[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][cH:7][n:8][cH:9]1,[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][cH:7][n:8][cH:9]1,19.3,141.22740059999998,-4.900986132143886,200.56474619999997,95.60742359999999,0.15401043263322617
3267,3850,[CH3:1][CH:2][CH3:3].[cH:4]1[cH:5][cH:6][n:7][cH:8][cH:9]1>>[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][n:7][cH:8][cH:9]1,[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][n:7][cH:8][cH:9]1,18.3,141.22740059999998,-3.5080538668780092,200.56474619999997,95.60742359999999,0.14199813101593692
3279,3863,[c:1]1[cH:2][cH:3][n:4][cH:5][cH:6]1.[cH:7]1[cH:8][o:9][cH:10][cH:11]1>>[c:1]1(-[c:10]2[o:9][cH:8][cH:7][cH:11]2)[cH:2][cH:3][n:4][cH:5][cH:6]1,[c:1]1(-[c:10]2[o:9][cH:8][cH:7][cH:11]2)[cH:2][cH:3][n:4][cH:5][cH:6]1,10.0,153.1814661,-33.62592468028391,127.86771269999998,157.8124899,0.1750405125554674
3280,3864,[cH:1]1[cH:2][c:3][cH:4][cH:5][n:6]1.[cH:7]1[cH:8][cH:9][o:10][cH:11]1>>[cH:1]1[cH:2][c:3](-[c:7]2[cH:8][cH:9][o:10][cH:11]2)[cH:4][cH:5][n:6]1,[cH:1]1[cH:2][c:3](-[c:7]2[cH:8][cH:9][o:10][cH:11]2)[cH:4][cH:5][n:6]1,14.2,153.1814661,-20.80384216753381,127.86771269999998,157.8124899,0.1606063821566133
3281,3865,[c:1]1[cH:2][cH:3][n:4][cH:5][cH:6]1.[cH:7]1[cH:8][nH:9][cH:10][cH:11]1>>[c:1]1(-[c:10]2[nH:9][cH:8][cH:7][cH:11]2)[cH:2][cH:3][n:4][cH:5][cH:6]1,[c:1]1(-[c:10]2[nH:9][cH:8][cH:7][cH:11]2)[cH:2][cH:3][n:4][cH:5][cH:6]1,11.1,160.09035120000001,-27.54906638447747,114.2444706,178.34461710000002,0.15537809122027046
3282,3866,[cH:1]1[cH:2][c:3][cH:4][cH:5][n:6]1.[cH:7]1[cH:8][cH:9][nH:10][cH:11]1>>[cH:1]1[cH:2][c:3](-[c:7]2[cH:8][cH:9][nH:10][cH:11]2)[cH:4][cH:5][n:6]1,[cH:1]1[cH:2][c:3](-[c:7]2[cH:8][cH:9][nH:10][cH:11]2)[cH:4][cH:5][n:6]1,13.9,160.09035120000001,-17.857392807966804,114.2444706,178.34461710000002,0.14259882767989954
3283,3867,[c:1]1[cH:2][cH:3][n:4][cH:5][cH:6]1.[cH:7]1[cH:8][s:9][cH:10][cH:11]1>>[c:1]1(-[c:10]2[s:9][cH:8][cH:7][cH:11]2)[cH:2][cH:3][n:4][cH:5][cH:6]1,[c:1]1(-[c:10]2[s:9][cH:8][cH:7][cH:11]2)[cH:2][cH:3][n:4][cH:5][cH:6]1,11.6,143.3797599,-34.32758063440108,133.3019493,142.5765471,0.20061262717458725
3284,3868,[cH:1]1[cH:2][c:3][cH:4][cH:5][n:6]1.[cH:7]1[cH:8][cH:9][s:10][cH:11]1>>[cH:1]1[cH:2][c:3](-[c:7]2[cH:8][cH:9][s:10][cH:11]2)[cH:4][cH:5][n:6]1,[cH:1]1[cH:2][c:3](-[c:7]2[cH:8][cH:9][s:10][cH:11]2)[cH:4][cH:5][n:6]1,13.2,143.3797599,-22.06628184585866,133.3019493,142.5765471,0.1690136804513461
3285,3869,[cH:1]1[cH:2][c:3][cH:4][cH:5][n:6]1.[cH:7]1[n:8][cH:9][cH:10][s:11]1>>[cH:1]1[cH:2][c:3](-[c:7]2[n:8][cH:9][cH:10][s:11]2)[cH:4][cH:5][n:6]1,[cH:1]1[cH:2][c:3](-[c:7]2[n:8][cH:9][cH:10][s:11]2)[cH:4][cH:5][n:6]1,11.9,143.0597298,-35.38376091309293,144.22062330000003,131.33784300000002,0.20684982767628896
3286,3870,[cH:1]1[cH:2][c:3][cH:4][cH:5][n:6]1.[cH:7]1[cH:8][s:9][cH:10][n:11]1>>[cH:1]1[cH:2][c:3](-[c:7]2[cH:8][s:9][cH:10][n:11]2)[cH:4][cH:5][n:6]1,[cH:1]1[cH:2][c:3](-[c:7]2[cH:8][s:9][cH:10][n:11]2)[cH:4][cH:5][n:6]1,13.8,143.0597298,-23.15861925075481,144.22062330000003,131.33784300000002,0.17740358982124543
3287,3871,[cH:1]1[cH:2][c:3][cH:4][cH:5][n:6]1.[cH:7]1[cH:8][n:9][cH:10][s:11]1>>[cH:1]1[cH:2][c:3](-[c:7]2[cH:8][n:9][cH:10][s:11]2)[cH:4][cH:5][n:6]1,[cH:1]1[cH:2][c:3](-[c:7]2[cH:8][n:9][cH:10][s:11]2)[cH:4][cH:5][n:6]1,12.1,143.0597298,-33.75287183569465,144.22062330000003,131.33784300000002,0.20254781662426516
3288,3874,[cH:1]1[cH:2][c:3][cH:4][cH:5][n:6]1.[cH:7]1[cH:8][cH:9][n:10][cH:11][cH:12]1>>[cH:1]1[cH:2][c:3](-[c:7]2[cH:8][cH:9][n:10][cH:11][cH:12]2)[cH:4][cH:5][n:6]1,[cH:1]1[cH:2][c:3](-[c:7]2[cH:8][cH:9][n:10][cH:11][cH:12]2)[cH:4][cH:5][n:6]1,13.3,141.22740059999998,-19.482269712001276,140.76304319999997,132.9630939,0.16314918180261856
3289,3875,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][cH:8][o:9]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][o:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][o:9]1,15.2,153.1814661,-14.886575352486428,179.64356279999998,112.2489888,0.14782002191741142
3290,3877,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][cH:8][nH:9]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][nH:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][nH:9]1,19.5,160.09035120000001,-7.089351328419995,166.0203207,132.781116,0.1439479362214679
3291,3878,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][nH:8][cH:9]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][nH:8][cH:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][nH:8][cH:9]1,23.8,160.09035120000001,3.8589016104352365,166.0203207,132.781116,0.13661378734474522
3292,3879,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][cH:8][s:9]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][s:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][s:9]1,16.5,143.3797599,-13.429970902560342,185.07779940000003,97.01304599999999,0.16191257027819983
3293,3880,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][s:8][cH:9]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][s:8][cH:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][s:8][cH:9]1,20.2,143.3797599,-0.3637455841701035,185.07779940000003,97.01304599999999,0.14215306823152973
3294,3881,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[n:6][cH:7][cH:8][s:9]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][cH:8][s:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][cH:8][s:9]1,13.7,143.0597298,-17.251462249233192,195.99647340000004,85.7743419,0.15605880953241247
3295,3882,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][s:7][cH:8][n:9]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][s:7][cH:8][n:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][s:7][cH:8][n:9]1,18.9,143.0597298,-4.355612798484863,195.99647340000004,85.7743419,0.14733570676185093
3296,3883,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][n:7][cH:8][s:9]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][cH:8][s:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][cH:8][s:9]1,16.1,143.0597298,-13.381055870420086,195.99647340000004,85.7743419,0.15930777981386934
3297,3884,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][cH:8][cH:9][n:10]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][n:10]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][n:10]1,17.9,141.22740059999998,-0.6200978519206864,192.53889329999998,87.3995928,0.12894133042593398
3298,3885,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][cH:8][n:9][cH:10]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][n:9][cH:10]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][n:9][cH:10]1,18.0,141.22740059999998,1.274259456601648,192.53889329999998,87.3995928,0.12294264567593534
3299,3886,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][n:8][cH:9][cH:10]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][n:8][cH:9][cH:10]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][n:8][cH:9][cH:10]1,16.7,141.22740059999998,2.197324784043904,192.53889329999998,87.3995928,0.11046962233742373
3300,3888,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][cH:8][cH:9][nH+:10][cH:11]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][cH:9][nH+:10][cH:11]1,[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][cH:9][nH+:10][cH:11]1,24.7,139.69000110000002,12.136699775438316,324.7050495,-25.150600799999985,0.13337855226261316
3301,3889,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][cH:8][nH+:9][cH:10][cH:11]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][nH+:9][cH:10][cH:11]1,[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][nH+:9][cH:10][cH:11]1,21.0,139.69000110000002,8.871448980393424,324.7050495,-25.150600799999985,0.11857882009711922
3302,3890,[F:1][CH:2][F:3].[cH:4]1[cH:5][cH:6][cH:7][cH:8][nH+:9]1>>[F:1][CH:2]([F:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][nH+:9]1,[F:1][CH:2]([F:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][nH+:9]1,12.1,139.69000110000002,-17.097645743105197,359.45655329999994,-22.75351259999999,0.14781890406580142
3303,3891,[F:1][CH:2][F:3].[cH:4]1[cH:5][cH:6][cH:7][nH+:8][cH:9]1>>[F:1][CH:2]([F:3])[c:4]1[cH:5][cH:6][cH:7][nH+:8][cH:9]1,[F:1][CH:2]([F:3])[c:4]1[cH:5][cH:6][cH:7][nH+:8][cH:9]1,15.2,139.69000110000002,-10.389214947554033,359.45655329999994,-22.75351259999999,0.14599905013371076
3304,3892,[F:1][CH:2][F:3].[cH:4]1[cH:5][cH:6][nH+:7][cH:8][cH:9]1>>[F:1][CH:2]([F:3])[c:4]1[cH:5][cH:6][nH+:7][cH:8][cH:9]1,[F:1][CH:2]([F:3])[c:4]1[cH:5][cH:6][nH+:7][cH:8][cH:9]1,11.6,139.69000110000002,-13.823959331094459,359.45655329999994,-22.75351259999999,0.13252186641687433
3305,3893,[F:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][cH:7][cH:8][cH:9][nH+:10]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][nH+:10]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][nH+:10]1,12.6,139.69000110000002,-17.078022877852213,402.5978658,0.8283132000000272,0.1513280211358385
3306,3894,[F:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][cH:7][cH:8][nH+:9][cH:10]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][nH+:9][cH:10]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][nH+:9][cH:10]1,14.0,139.69000110000002,-10.95732045834304,402.5978658,0.8283132000000272,0.13944205079665875
3307,3895,[F:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][cH:7][nH+:8][cH:9][cH:10]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][nH+:8][cH:9][cH:10]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][nH+:8][cH:9][cH:10]1,11.9,139.69000110000002,-14.737806536672116,402.5978658,0.8283132000000272,0.13794046185554834
3308,3896,[CH3:1].[cH:2]1[cH:3][cH:4][cH:5][cH:6][nH+:7]1>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][cH:6][nH+:7]1,[CH3:1][c:2]1[cH:3][cH:4][cH:5][cH:6][nH+:7]1,11.7,139.69000110000002,-23.593282061813063,356.02407359999995,-19.72891439999998,0.16820560416551195
3309,3897,[CH3:1].[cH:2]1[cH:3][cH:4][cH:5][nH+:6][cH:7]1>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][nH+:6][cH:7]1,[CH3:1][c:2]1[cH:3][cH:4][cH:5][nH+:6][cH:7]1,15.7,139.69000110000002,-15.474036848479928,356.02407359999995,-19.72891439999998,0.16777878330362445
3310,3898,[CH3:1].[cH:2]1[cH:3][cH:4][nH+:5][cH:6][cH:7]1>>[CH3:1][c:2]1[cH:3][cH:4][nH+:5][cH:6][cH:7]1,[CH3:1][c:2]1[cH:3][cH:4][nH+:5][cH:6][cH:7]1,11.6,139.69000110000002,-19.41077981945089,356.02407359999995,-19.72891439999998,0.1525190761110635
3311,3899,[F:1][CH2:2].[cH:3]1[cH:4][cH:5][cH:6][cH:7][nH+:8]1>>[F:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][nH+:8]1,[F:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][cH:7][nH+:8]1,12.6,139.69000110000002,-19.597193775905147,356.0052483,-31.959084299999983,0.16034502621213428
3312,3900,[F:1][CH2:2].[cH:3]1[cH:4][cH:5][cH:6][nH+:7][cH:8]1>>[F:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][nH+:7][cH:8]1,[F:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][nH+:7][cH:8]1,16.5,139.69000110000002,-11.852482926184186,356.0052483,-31.959084299999983,0.16054292566751288
3313,3901,[F:1][CH2:2].[cH:3]1[cH:4][cH:5][nH+:6][cH:7][cH:8]1>>[F:1][CH2:2][c:3]1[cH:4][cH:5][nH+:6][cH:7][cH:8]1,[F:1][CH2:2][c:3]1[cH:4][cH:5][nH+:6][cH:7][cH:8]1,12.6,139.69000110000002,-15.42257807925129,356.0052483,-31.959084299999983,0.14540259774989467
3317,3905,[CH3:1][CH:2][CH3:3].[cH:4]1[cH:5][cH:6][cH:7][cH:8][nH+:9]1>>[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][nH+:9]1,[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][nH+:9]1,11.6,139.69000110000002,-16.585866784874877,346.4984718,-51.86370149999998,0.1424077116170732
3318,3906,[CH3:1][CH:2][CH3:3].[cH:4]1[cH:5][cH:6][cH:7][nH+:8][cH:9]1>>[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][cH:7][nH+:8][cH:9]1,[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][cH:7][nH+:8][cH:9]1,16.5,139.69000110000002,-8.512659470225477,346.4984718,-51.86370149999998,0.1485885143651326
3319,3907,[CH3:1][CH:2][CH3:3].[cH:4]1[cH:5][cH:6][nH+:7][cH:8][cH:9]1>>[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][nH+:7][cH:8][cH:9]1,[CH3:1][CH:2]([CH3:3])[c:4]1[cH:5][cH:6][nH+:7][cH:8][cH:9]1,11.3,139.69000110000002,-12.5524640560954,346.4984718,-51.86370149999998,0.12582312183865893
