,reaction_id,rxn_smiles,products,DG_TS,G,DE_RP,G_alt1,G_alt2,f
2127,2644,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[o:12][n:13]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[o:12][n:13]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[o:12][n:13]1,16.3,156.8586747,-2.5668133397454755,223.83909210000002,71.7306681,0.11209712630494854
2128,2645,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][n:7][o:8][c:9]1[C:10]([F:11])([F:12])[F:13]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][o:8][c:9]1[C:10]([F:11])([F:12])[F:13],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][o:8][c:9]1[C:10]([F:11])([F:12])[F:13],16.2,156.8586747,-2.5426849526496484,223.83909210000002,71.7306681,0.11138269853254616
2129,2646,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][c:7]([C:8]([CH3:9])([CH3:10])[CH3:11])[o:12][n:13]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7]([C:8]([CH3:9])([CH3:10])[CH3:11])[o:12][n:13]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7]([C:8]([CH3:9])([CH3:10])[CH3:11])[o:12][n:13]1,18.2,156.16841369999997,-1.6813804144679307,195.7893951,99.09010409999999,0.12192408026767303
2130,2647,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][n:7][o:8][c:9]1[C:10]([CH3:11])([CH3:12])[CH3:13]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][o:8][c:9]1[C:10]([CH3:11])([CH3:12])[CH3:13],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][o:8][c:9]1[C:10]([CH3:11])([CH3:12])[CH3:13],23.9,156.16841369999997,6.98361714844399,195.7893951,99.09010409999999,0.13068066033495226
2131,2648,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][nH:7][c:8]([C:9]([F:10])([F:11])[F:12])[n:13]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][nH:7][c:8]([C:9]([F:10])([F:11])[F:12])[n:13]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][nH:7][c:8]([C:9]([F:10])([F:11])[F:12])[n:13]1,21.8,155.1455724,0.5462311397818417,195.657618,98.19903989999999,0.138752811937217
2132,2649,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][nH:7][c:8]([C:9]([F:10])([F:11])[F:12])[n:13]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][c:8]([C:9]([F:10])([F:11])[F:12])[nH:13]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][c:8]([C:9]([F:10])([F:11])[F:12])[nH:13]1,17.8,155.1455724,-7.17702577053744,195.657618,98.19903989999999,0.13786092992795404
2133,2652,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[n:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12][nH:13]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12][nH:13]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12][nH:13]1,17.5,164.3323188,-8.231809212045432,197.3644452,105.6789591,0.1315377569297873
2134,2653,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[nH:6][cH:7][n:8][c:9]1[C:10]([F:11])([F:12])[F:13]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[nH:6][cH:7][n:8][c:9]1[C:10]([F:11])([F:12])[F:13],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[nH:6][cH:7][n:8][c:9]1[C:10]([F:11])([F:12])[F:13],17.2,164.3323188,-7.606737088382357,197.3644452,105.6789591,0.12781033394747657
2135,2654,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][nH:11][cH:12][n:13]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:12]1[nH:11][cH:10][c:9]([C:6]([CH3:5])([CH3:7])[CH3:8])[n:13]1,[C:1]([CH3:2])([CH3:3])([CH3:4])[c:12]1[nH:11][cH:10][c:9]([C:6]([CH3:5])([CH3:7])[CH3:8])[n:13]1,17.7,159.66364439999995,-8.918345940313714,174.81173579999998,123.5629941,0.1387865913585326
2136,2655,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[nH:6][cH:7][n:8][c:9]1[C:10]([CH3:11])([CH3:12])[CH3:13]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][nH:8][c:9]1[C:10]([CH3:11])([CH3:12])[CH3:13],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][nH:8][c:9]1[C:10]([CH3:11])([CH3:12])[CH3:13],24.4,159.66364439999995,7.231760957871981,174.81173579999998,123.5629941,0.13017440256464555
2137,2658,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][n:11][cH:12][nH:13]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:12]1[n:11][cH:10][c:9]([C:6]([CH3:5])([CH3:7])[CH3:8])[nH:13]1,[C:1]([CH3:2])([CH3:3])([CH3:4])[c:12]1[n:11][cH:10][c:9]([C:6]([CH3:5])([CH3:7])[CH3:8])[nH:13]1,17.7,158.4964758,-9.739391319498612,172.5903504,124.61721089999999,0.14239872240584736
2138,2660,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][nH:7][n:8][c:9]1[C:10]([F:11])([F:12])[F:13]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][nH:7][n:8][c:9]1[C:10]([F:11])([F:12])[F:13],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][nH:7][n:8][c:9]1[C:10]([F:11])([F:12])[F:13],24.0,166.7043066,4.909116779228956,206.58884220000002,98.82654989999999,0.12924346137069456
2139,2661,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[n:12][nH:13]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[n:12][nH:13]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[n:12][nH:13]1,18.5,166.7043066,-4.285253239743072,206.58884220000002,98.82654989999999,0.12382779449965053
2140,2662,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][nH:7][n:8][c:9]1[C:10]([CH3:11])([CH3:12])[CH3:13]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][nH:7][n:8][c:9]1[C:10]([CH3:11])([CH3:12])[CH3:13],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][nH:7][n:8][c:9]1[C:10]([CH3:11])([CH3:12])[CH3:13],29.4,165.5496882,12.979072964493312,186.84737760000002,117.4133961,0.13839025471358962
2141,2663,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][nH:12][n:13]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:11]1[cH:10][c:9]([C:6]([CH3:5])([CH3:7])[CH3:8])[n:13][nH:12]1,[C:1]([CH3:2])([CH3:3])([CH3:4])[c:11]1[cH:10][c:9]([C:6]([CH3:5])([CH3:7])[CH3:8])[n:13][nH:12]1,19.5,165.5496882,-4.602459544833948,186.84737760000002,117.4133961,0.13168994764930628
2142,2664,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[n:6][nH:7][cH:8][c:9]1[C:10]([F:11])([F:12])[F:13]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][nH:7][cH:8][c:9]1[C:10]([F:11])([F:12])[F:13],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][nH:7][cH:8][c:9]1[C:10]([F:11])([F:12])[F:13],21.5,168.1915053,0.464766536513979,207.4987317,99.40385909999999,0.12644881615042547
2143,2665,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[nH:6][n:7][cH:8][c:9]1[C:10]([F:11])([F:12])[F:13]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[nH:6][n:7][cH:8][c:9]1[C:10]([F:11])([F:12])[F:13],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[nH:6][n:7][cH:8][c:9]1[C:10]([F:11])([F:12])[F:13],17.7,168.1915053,-6.931174882727697,207.4987317,99.40385909999999,0.1258421904460109
2144,2668,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[nH:12][n:13]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[nH:12][n:13]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[nH:12][n:13]1,21.1,163.3157526,1.2592287096188,208.1262417,93.9005964,0.12534238320125526
2145,2669,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][n:7][nH:8][c:9]1[C:10]([F:11])([F:12])[F:13]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][nH:8][c:9]1[C:10]([F:11])([F:12])[F:13],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][nH:8][c:9]1[C:10]([F:11])([F:12])[F:13],20.9,163.3157526,0.7645952071080819,208.1262417,93.9005964,0.12563210878192996
2146,2671,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][n:7][nH:8][c:9]1[C:10]([CH3:11])([CH3:12])[CH3:13]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][nH:8][c:9]1[C:10]([CH3:11])([CH3:12])[CH3:13],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][nH:8][c:9]1[C:10]([CH3:11])([CH3:12])[CH3:13],27.8,164.5770477,11.564251895428885,182.60541,120.6827232,0.13378459730557893
2147,2672,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][cH:8][n:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][n:9][c:10]1[C:11]([F:12])([F:13])[F:14],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][n:9][c:10]1[C:11]([F:12])([F:13])[F:14],17.8,142.29416759999998,1.2222934709679465,208.6031493,72.40210379999999,0.12079801691405397
2148,2673,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][n:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][n:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][n:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14]1,15.1,142.29416759999998,0.3737167179899973,208.6031493,72.40210379999999,0.10480500987873943
2149,2674,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[n:13][cH:14]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[n:13][cH:14]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[n:13][cH:14]1,15.8,142.29416759999998,-1.1391885566428415,208.6031493,72.40210379999999,0.11504051469163255
2150,2675,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[n:14]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[n:14]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[n:14]1,16.1,142.29416759999998,-1.3098367635268982,208.6031493,72.40210379999999,0.11774845493922725
2151,2676,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][cH:8][nH+:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][nH+:9][c:10]1[C:11]([F:12])([F:13])[F:14],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][nH+:9][c:10]1[C:11]([F:12])([F:13])[F:14],13.9,137.92042289999998,-3.1935439723487025,345.46935540000004,-68.83784700000001,0.11236024121975306
2152,2677,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][nH+:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][nH+:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][nH+:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14]1,5.5,137.92042289999998,-9.180614372272002,345.46935540000004,-68.83784700000001,0.07316035561645601
2153,2678,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[nH+:13][cH:14]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[nH+:13][cH:14]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[nH+:13][cH:14]1,11.2,137.92042289999998,-6.217584315934032,345.46935540000004,-68.83784700000001,0.10374672479319245
2154,2679,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[nH+:14]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[nH+:14]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[nH+:14]1,6.8,137.92042289999998,-12.799554903749902,345.46935540000004,-68.83784700000001,0.09570574954983663
2155,2684,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][cH:8][n:9][c:10]1[C:11]([CH3:12])([CH3:13])[CH3:14]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][n:9][c:10]1[C:11]([CH3:12])([CH3:13])[CH3:14],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][n:9][c:10]1[C:11]([CH3:12])([CH3:13])[CH3:14],23.0,141.1144488,7.7462181286739495,189.319767,90.5057673,0.13554169043859826
2156,2685,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][n:8][c:9]([C:10]([CH3:11])([CH3:12])[CH3:13])[cH:14]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][n:8][c:9]([C:10]([CH3:11])([CH3:12])[CH3:13])[cH:14]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][n:8][c:9]([C:10]([CH3:11])([CH3:12])[CH3:13])[cH:14]1,17.4,141.1144488,1.6915021507359551,189.319767,90.5057673,0.11731080031424834
2157,2687,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][n:14]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:13]1[cH:12][cH:11][cH:10][c:9]([C:6]([CH3:5])([CH3:7])[CH3:8])[n:14]1,[C:1]([CH3:2])([CH3:3])([CH3:4])[c:13]1[cH:12][cH:11][cH:10][c:9]([C:6]([CH3:5])([CH3:7])[CH3:8])[n:14]1,17.9,141.1144488,-0.34568835646767865,189.319767,90.5057673,0.12807224442231488
2158,2688,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[n:6][cH:7][cH:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][cH:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][cH:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14],18.2,137.7447201,1.209183532077907,204.4678584,71.9879472,0.12773925723749788
2159,2689,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][n:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][n:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][n:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14],17.2,137.7447201,4.20046597113597,204.4678584,71.9879472,0.10962138514978924
2160,2690,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][n:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14]1,17.5,137.7447201,0.33530118342316884,204.4678584,71.9879472,0.12582950109235017
2161,2691,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][n:14]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][n:14]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][n:14]1,15.9,137.7447201,-1.8685478221869085,204.4678584,71.9879472,0.12221356941211321
2162,2692,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[nH+:6][cH:7][cH:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[nH+:6][cH:7][cH:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[nH+:6][cH:7][cH:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14],9.6,138.31575420000001,-11.41372542407284,345.4881807,-68.46134100000002,0.11066608283755733
2163,2693,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][nH+:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][nH+:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][nH+:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14],7.8,138.31575420000001,-6.845104983619057,345.4881807,-68.46134100000002,0.08113719624144974
2164,2695,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][nH+:14]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][nH+:14]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][nH+:14]1,7.0,138.31575420000001,-13.388872135073925,345.4881807,-68.46134100000002,0.099008505189765
2165,2696,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][nH+:13][cH:14]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:14]1[c:9]([C:6]([CH3:5])([CH3:7])[CH3:8])[cH:10][cH:11][cH:12][nH+:13]1,[C:1]([CH3:2])([CH3:3])([CH3:4])[c:14]1[c:9]([C:6]([CH3:5])([CH3:7])[CH3:8])[cH:10][cH:11][cH:12][nH+:13]1,15.5,127.5414075,-1.5995110673213593,315.3426003,-49.09010729999999,0.12779971503498327
2166,2697,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][nH+:8][cH:9][c:10]1[C:11]([CH3:12])([CH3:13])[CH3:14]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][nH+:8][cH:9][c:10]1[C:11]([CH3:12])([CH3:13])[CH3:14],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][nH+:8][cH:9][c:10]1[C:11]([CH3:12])([CH3:13])[CH3:14],14.1,127.5414075,3.2855130929315455,315.3426003,-49.09010729999999,0.09767214975680918
2167,2700,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][n:13][cH:14]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:14]1[c:9]([C:6]([CH3:5])([CH3:7])[CH3:8])[cH:10][cH:11][cH:12][n:13]1,[C:1]([CH3:2])([CH3:3])([CH3:4])[c:14]1[c:9]([C:6]([CH3:5])([CH3:7])[CH3:8])[cH:10][cH:11][cH:12][n:13]1,23.4,140.7128424,9.217187537629586,188.4287028,90.9952251,0.13354435821691002
2168,2701,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][n:8][cH:9][c:10]1[C:11]([CH3:12])([CH3:13])[CH3:14]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][n:8][cH:9][c:10]1[C:11]([CH3:12])([CH3:13])[CH3:14],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][n:8][cH:9][c:10]1[C:11]([CH3:12])([CH3:13])[CH3:14],22.3,140.7128424,12.727825490682926,188.4287028,90.9952251,0.11325254314284634
2169,2703,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][cH:11][cH:12][n:13][cH:14]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:12]1[cH:11][cH:10][c:9]([C:6]([CH3:5])([CH3:7])[CH3:8])[cH:14][n:13]1,[C:1]([CH3:2])([CH3:3])([CH3:4])[c:12]1[cH:11][cH:10][c:9]([C:6]([CH3:5])([CH3:7])[CH3:8])[cH:14][n:13]1,18.4,140.7128424,-1.0349051797106927,188.4287028,90.9952251,0.13444012832943344
2170,2704,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12][cH:13][n:14]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12][cH:13][n:14]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12][cH:13][n:14]1,16.7,134.1302625,-1.0022075160770714,204.11645280000002,68.72489519999999,0.1282417810674048
2171,2705,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][n:7][cH:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][cH:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][cH:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14],17.6,134.1302625,1.515604822782567,204.11645280000002,68.72489519999999,0.12556597798806754
2172,2706,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12][cH:13][nH+:14]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12][cH:13][nH+:14]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[cH:12][cH:13][nH+:14]1,7.1,136.90385669999998,-13.396938148563454,346.3604196,-70.7454774,0.10078948399911461
2173,2707,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][nH+:7][cH:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][nH+:7][cH:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][nH+:7][cH:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14],12.6,136.90385669999998,-4.323208182132434,346.3604196,-70.7454774,0.10782460368091455
2174,2712,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[n:6][cH:7][cH:8][n:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][cH:8][n:9][c:10]1[C:11]([F:12])([F:13])[F:14],[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][cH:8][n:9][c:10]1[C:11]([F:12])([F:13])[F:14],14.9,123.81399810000002,-2.1425437885000953,205.03889250000003,57.486191100000006,0.12899407287817843
