,reaction_id,rxn_smiles,products,DG_TS,G,DE_RP,G_alt1,G_alt2,f
1757,2002,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][o:7][cH:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][o:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][o:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,15.1,101.30884140780515,-18.07573114736977,207.46752249014574,252.05254912967408,0.238260207482989
1758,2003,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][o:8][n:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[o:8][n:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[o:8][n:9]1,11.2,101.30884140780515,-31.44547740516966,207.46752249014574,252.05254912967408,0.26574915208250144
1759,2006,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][o:7][n:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][o:7][n:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][o:7][n:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,13.8,101.67579796060996,-19.00384353780069,203.8404669993452,254.26975154797626,0.22917864660307563
1761,2008,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][n:8][o:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[n:8][o:9]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[n:8][o:9]1,14.3,99.60939309786359,-20.456669749951626,235.53990899667616,232.62734141202128,0.24624519949516582
1762,2009,[F:1][C:2]([F:3])([F:4])[c:5]1[o:6][n:7][cH:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[o:6][n:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[F:1][C:2]([F:3])([F:4])[c:5]1[o:6][n:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,13.6,99.60939309786359,-21.63453112032271,235.53990899667616,232.62734141202128,0.2451301508902081
1763,2010,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][n:8][o:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[n:8][o:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[n:8][o:9]1,14.5,101.11355590324672,-20.818092292127997,201.09334117117965,254.56278679531454,0.24634724714754275
1764,2011,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[o:6][n:7][cH:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[o:6][n:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[o:6][n:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,14.6,101.11355590324672,-16.566460410672292,201.09334117117965,254.56278679531454,0.22631218930953823
1765,2012,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][cH:8][nH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[cH:8][nH:9]1,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[cH:8][nH:9]1,14.8,105.28766959196605,-18.52294058164143,206.18045178939417,257.1210766667671,0.2285307518351296
1766,2013,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][cH:8][nH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH:9]1,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH:9]1,12.7,105.28766959196605,-26.66468767601581,206.18045178939417,257.1210766667671,0.24724969162005553
1767,2014,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][cH:8][nH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[cH:8][nH:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[cH:8][nH:9]1,13.2,106.49061504704362,-21.03269129953508,178.6357007912071,267.6153593786265,0.22270831696568316
