,reaction_id,rxn_smiles,DG_TS
2361,2921,[C:1]([F:2])([F:3])[F:4].[N:5]#[C:6][c:7]1[cH:8][n:9][cH:10][cH:11][cH:12]1>>[C:1]([F:2])([F:3])([F:4])[c:12]1[c:7]([C:6]#[N:5])[cH:8][n:9][cH:10][cH:11]1,11.1
2362,2922,[C:1]([F:2])([F:3])[F:4].[N:5]#[C:6][c:7]1[cH:8][n:9][cH:10][cH:11][cH:12]1>>[C:1]([F:2])([F:3])([F:4])[c:11]1[cH:10][n:9][cH:8][c:7]([C:6]#[N:5])[cH:12]1,11.8
2363,2923,[C:1]([F:2])([F:3])[F:4].[N:5]#[C:6][c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1>>[C:1]([F:2])([F:3])([F:4])[c:10]1[cH:9][cH:8][c:7]([C:6]#[N:5])[cH:12][n:11]1,10.6
2364,2924,[C:1]([F:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1>>[C:1]([F:2])([F:3])([F:4])[c:12]1[c:7]([O:6][CH3:5])[cH:8][cH:9][cH:10][n:11]1,8.7
2365,2925,[C:1]([F:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][n:9][cH:10][cH:11][cH:12]1>>[C:1]([F:2])([F:3])([F:4])[c:12]1[c:7]([O:6][CH3:5])[cH:8][n:9][cH:10][cH:11]1,10.1
2366,2926,[C:1]([F:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][n:9][cH:10][cH:11][cH:12]1>>[C:1]([F:2])([F:3])([F:4])[c:11]1[cH:10][n:9][cH:8][c:7]([O:6][CH3:5])[cH:12]1,10.7
2367,2927,[C:1]([F:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1>>[C:1]([F:2])([F:3])([F:4])[c:10]1[cH:9][cH:8][c:7]([O:6][CH3:5])[cH:12][n:11]1,9.9
2368,2928,[C:1]([F:2])([F:3])[F:4].[N:5]#[C:6][c:7]1[cH:8][cH:9][n:10][cH:11][cH:12]1>>[C:1]([F:2])([F:3])([F:4])[c:11]1[n:10][cH:9][cH:8][c:7]([C:6]#[N:5])[cH:12]1,11.4
2369,2929,[C:1]([F:2])([F:3])[F:4].[N:5]#[C:6][c:7]1[cH:8][cH:9][n:10][cH:11][cH:12]1>>[C:1]([F:2])([F:3])([F:4])[c:12]1[c:7]([C:6]#[N:5])[cH:8][cH:9][n:10][cH:11]1,10.5
2370,2930,[C:1]([F:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][n:10][cH:11][cH:12]1>>[C:1]([F:2])([F:3])([F:4])[c:11]1[n:10][cH:9][cH:8][c:7]([O:6][CH3:5])[cH:12]1,11.0
2371,2931,[C:1]([F:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][n:10][cH:11][cH:12]1>>[C:1]([F:2])([F:3])([F:4])[c:12]1[c:7]([O:6][CH3:5])[cH:8][cH:9][n:10][cH:11]1,10.0
2372,2932,[CH3:1].[cH:2]1[cH:3][cH:4][cH:5][n:6][c:7]1[C:8]#[N:9]>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][n:6][c:7]1[C:8]#[N:9],14.6
2373,2933,[CH3:1].[cH:2]1[cH:3][cH:4][n:5][c:6]([C:7]#[N:8])[cH:9]1>>[CH3:1][c:2]1[cH:3][cH:4][n:5][c:6]([C:7]#[N:8])[cH:9]1,15.6
2374,2934,[CH3:1].[cH:2]1[cH:3][cH:4][c:5]([C:6]#[N:7])[n:8][cH:9]1>>[CH3:1][c:2]1[cH:3][cH:4][c:5]([C:6]#[N:7])[n:8][cH:9]1,14.4
2375,2935,[CH3:1].[cH:2]1[cH:3][cH:4][cH:5][c:6]([C:7]#[N:8])[n:9]1>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]([C:7]#[N:8])[n:9]1,15.7
2376,2936,[CH3:1][O:2][c:3]1[n:4][cH:5][cH:6][cH:7][cH:8]1.[CH3:9]>>[CH3:1][O:2][c:3]1[n:4][cH:5][cH:6][cH:7][c:8]1[CH3:9],15.4
2377,2937,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][n:8]1.[CH3:9]>>[CH3:1][O:2][c:3]1[cH:4][c:5]([CH3:9])[cH:6][cH:7][n:8]1,21.2
2378,2938,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][n:8]1.[CH3:9]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH3:9])[cH:7][n:8]1,22.1
2379,2939,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][n:8]1.[CH3:9]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]([CH3:9])[n:8]1,20.4
2380,2940,[CH3:1].[cH:2]1[n:3][cH:4][cH:5][cH:6][c:7]1[C:8]#[N:9]>>[CH3:1][c:2]1[n:3][cH:4][cH:5][cH:6][c:7]1[C:8]#[N:9],13.7
2381,2941,[CH3:1].[cH:2]1[cH:3][cH:4][n:5][cH:6][c:7]1[C:8]#[N:9]>>[CH3:1][c:2]1[cH:3][cH:4][n:5][cH:6][c:7]1[C:8]#[N:9],13.8
2382,2942,[CH3:1].[cH:2]1[cH:3][n:4][cH:5][c:6]([C:7]#[N:8])[cH:9]1>>[CH3:1][c:2]1[cH:3][n:4][cH:5][c:6]([C:7]#[N:8])[cH:9]1,16.3
2383,2943,[CH3:1].[cH:2]1[cH:3][cH:4][c:5]([C:6]#[N:7])[cH:8][n:9]1>>[CH3:1][c:2]1[cH:3][cH:4][c:5]([C:6]#[N:7])[cH:8][n:9]1,13.7
2384,2944,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][n:7][cH:8]1.[CH3:9]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][n:7][c:8]1[CH3:9],14.2
2385,2945,[CH3:1][O:2][c:3]1[cH:4][n:5][cH:6][cH:7][cH:8]1.[CH3:9]>>[CH3:1][O:2][c:3]1[cH:4][n:5][cH:6][cH:7][c:8]1[CH3:9],15.3
2386,2946,[CH3:1][O:2][c:3]1[cH:4][n:5][cH:6][cH:7][cH:8]1.[CH3:9]>>[CH3:1][O:2][c:3]1[cH:4][n:5][cH:6][c:7]([CH3:9])[cH:8]1,17.1
2387,2947,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][n:7][cH:8]1.[CH3:9]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH3:9])[n:7][cH:8]1,16.6
2388,2948,[CH3:1].[cH:2]1[cH:3][c:4]([C:5]#[N:6])[cH:7][cH:8][n:9]1>>[CH3:1][c:2]1[cH:3][c:4]([C:5]#[N:6])[cH:7][cH:8][n:9]1,15.2
2389,2949,[CH3:1].[cH:2]1[cH:3][n:4][cH:5][cH:6][c:7]1[C:8]#[N:9]>>[CH3:1][c:2]1[cH:3][n:4][cH:5][cH:6][c:7]1[C:8]#[N:9],13.8
2390,2950,[CH3:1][O:2][c:3]1[cH:4][cH:5][n:6][cH:7][cH:8]1.[CH3:9]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][n:6][c:7]([CH3:9])[cH:8]1,16.8
2391,2951,[CH3:1][O:2][c:3]1[cH:4][cH:5][n:6][cH:7][cH:8]1.[CH3:9]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][n:6][cH:7][c:8]1[CH3:9],16.4
2392,2952,[N:1]#[C:2][c:3]1[n:4][cH:5][cH:6][cH:7][cH:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[N:1]#[C:2][c:3]1[n:4][cH:5][cH:6][cH:7][c:8]1-[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1,12.1
2393,2953,[N:1]#[C:2][c:3]1[cH:4][cH:5][cH:6][cH:7][n:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[N:1]#[C:2][c:3]1[cH:4][c:5](-[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:6][cH:7][n:8]1,12.5
2394,2954,[N:1]#[C:2][c:3]1[cH:4][cH:5][cH:6][cH:7][n:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6](-[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:7][n:8]1,12.1
2395,2955,[N:1]#[C:2][c:3]1[cH:4][cH:5][cH:6][cH:7][n:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[N:1]#[C:2][c:3]1[cH:4][cH:5][cH:6][c:7](-[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[n:8]1,13.6
2396,2956,[CH3:1][O:2][c:3]1[n:4][cH:5][cH:6][cH:7][cH:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[CH3:1][O:2][c:3]1[n:4][cH:5][cH:6][cH:7][c:8]1-[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1,12.2
2397,2957,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][n:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[CH3:1][O:2][c:3]1[cH:4][c:5](-[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:6][cH:7][n:8]1,17.4
2398,2958,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][n:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:7][n:8]1,18.4
2399,2959,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][n:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7](-[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[n:8]1,17.4
2400,2960,[N:1]#[C:2][c:3]1[cH:4][cH:5][cH:6][n:7][cH:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[N:1]#[C:2][c:3]1[cH:4][cH:5][cH:6][n:7][c:8]1-[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1,12.5
2401,2961,[N:1]#[C:2][c:3]1[cH:4][n:5][cH:6][cH:7][cH:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[N:1]#[C:2][c:3]1[cH:4][n:5][cH:6][cH:7][c:8]1-[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1,11.2
2402,2962,[N:1]#[C:2][c:3]1[cH:4][n:5][cH:6][cH:7][cH:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[N:1]#[C:2][c:3]1[cH:4][n:5][cH:6][c:7](-[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:8]1,13.6
2403,2963,[N:1]#[C:2][c:3]1[cH:4][cH:5][cH:6][n:7][cH:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6](-[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[n:7][cH:8]1,11.8
2404,2964,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][n:7][cH:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][n:7][c:8]1-[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1,12.3
2405,2965,[CH3:1][O:2][c:3]1[cH:4][n:5][cH:6][cH:7][cH:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[CH3:1][O:2][c:3]1[cH:4][n:5][cH:6][cH:7][c:8]1-[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1,12.1
2406,2966,[CH3:1][O:2][c:3]1[cH:4][n:5][cH:6][cH:7][cH:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[CH3:1][O:2][c:3]1[cH:4][n:5][cH:6][c:7](-[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:8]1,13.8
2407,2967,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][n:7][cH:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[n:7][cH:8]1,13.4
2408,2968,[N:1]#[C:2][c:3]1[cH:4][cH:5][n:6][cH:7][cH:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[N:1]#[C:2][c:3]1[cH:4][cH:5][n:6][c:7](-[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:8]1,13.4
2409,2969,[N:1]#[C:2][c:3]1[cH:4][cH:5][n:6][cH:7][cH:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[N:1]#[C:2][c:3]1[cH:4][cH:5][n:6][cH:7][c:8]1-[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1,11.7
2410,2970,[CH3:1][O:2][c:3]1[cH:4][cH:5][n:6][cH:7][cH:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][n:6][c:7](-[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:8]1,14.4
2411,2971,[CH3:1][O:2][c:3]1[cH:4][cH:5][n:6][cH:7][cH:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][n:6][cH:7][c:8]1-[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1,12.7
2412,2972,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][cH:8][n:9][c:10]1[C:11]#[N:12]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][n:9][c:10]1[C:11]#[N:12],14.6
2413,2973,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][n:8][c:9]([C:10]#[N:11])[cH:12]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][n:8][c:9]([C:10]#[N:11])[cH:12]1,14.9
2414,2974,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][c:8]([C:9]#[N:10])[n:11][cH:12]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][c:8]([C:9]#[N:10])[n:11][cH:12]1,13.7
2415,2975,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][cH:8][c:9]([C:10]#[N:11])[n:12]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([C:10]#[N:11])[n:12]1,16.3
2416,2976,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][O:6][c:7]1[n:8][cH:9][cH:10][cH:11][cH:12]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:12]1[c:7]([O:6][CH3:5])[n:8][cH:9][cH:10][cH:11]1,17.1
2417,2977,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:9]1[cH:8][c:7]([O:6][CH3:5])[n:12][cH:11][cH:10]1,21.5
2418,2978,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:10]1[cH:9][cH:8][c:7]([O:6][CH3:5])[n:12][cH:11]1,23.8
2419,2979,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:11]1[cH:10][cH:9][cH:8][c:7]([O:6][CH3:5])[n:12]1,21.3
2420,2980,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[n:6][cH:7][cH:8][cH:9][c:10]1[C:11]#[N:12]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][cH:8][cH:9][c:10]1[C:11]#[N:12],14.0
2421,2981,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][n:8][cH:9][c:10]1[C:11]#[N:12]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][n:8][cH:9][c:10]1[C:11]#[N:12],12.9
2422,2982,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][n:7][cH:8][c:9]([C:10]#[N:11])[cH:12]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][cH:8][c:9]([C:10]#[N:11])[cH:12]1,16.8
2423,2983,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][cH:7][c:8]([C:9]#[N:10])[cH:11][n:12]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][c:8]([C:9]#[N:10])[cH:11][n:12]1,13.6
2424,2984,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:12]1[c:7]([O:6][CH3:5])[cH:8][cH:9][cH:10][n:11]1,16.6
2425,2985,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][O:6][c:7]1[cH:8][n:9][cH:10][cH:11][cH:12]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:12]1[c:7]([O:6][CH3:5])[cH:8][n:9][cH:10][cH:11]1,16.6
2426,2986,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][O:6][c:7]1[cH:8][n:9][cH:10][cH:11][cH:12]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:11]1[cH:10][n:9][cH:8][c:7]([O:6][CH3:5])[cH:12]1,18.0
2427,2987,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:10]1[cH:9][cH:8][c:7]([O:6][CH3:5])[cH:12][n:11]1,18.4
2428,2988,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][c:7]([C:8]#[N:9])[cH:10][cH:11][n:12]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7]([C:8]#[N:9])[cH:10][cH:11][n:12]1,15.7
2429,2989,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][n:7][cH:8][cH:9][c:10]1[C:11]#[N:12]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][cH:8][cH:9][c:10]1[C:11]#[N:12],13.3
2430,2990,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][n:10][cH:11][cH:12]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:11]1[n:10][cH:9][cH:8][c:7]([O:6][CH3:5])[cH:12]1,18.0
2431,2991,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][n:10][cH:11][cH:12]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:12]1[c:7]([O:6][CH3:5])[cH:8][cH:9][n:10][cH:11]1,18.6
2432,2992,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[n:7][cH:8][cH:9][n:10][c:11]1[C:12]#[N:13]>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[n:7][cH:8][cH:9][n:10][c:11]1[C:12]#[N:13],21.5
2433,2993,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][n:8][c:9]([C:10]#[N:11])[cH:12][n:13]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][n:8][c:9]([C:10]#[N:11])[cH:12][n:13]1,21.0
2434,2994,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][n:8][cH:9][c:10]([C:11]#[N:12])[n:13]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][n:8][cH:9][c:10]([C:11]#[N:12])[n:13]1,23.0
2435,2995,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][O:7][c:8]1[n:9][cH:10][cH:11][n:12][cH:13]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:13]1[c:8]([O:7][CH3:6])[n:9][cH:10][cH:11][n:12]1,20.6
2436,2996,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][O:7][c:8]1[cH:9][n:10][cH:11][cH:12][n:13]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:11]1[n:10][cH:9][c:8]([O:7][CH3:6])[n:13][cH:12]1,23.3
2437,2997,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][O:7][c:8]1[cH:9][n:10][cH:11][cH:12][n:13]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:12]1[cH:11][n:10][cH:9][c:8]([O:7][CH3:6])[n:13]1,22.1
2438,2998,[C:1]([F:2])([F:3])[F:4].[N:5]#[C:6][c:7]1[n:8][cH:9][cH:10][n:11][cH:12]1>>[C:1]([F:2])([F:3])([F:4])[c:12]1[c:7]([C:6]#[N:5])[n:8][cH:9][cH:10][n:11]1,10.5
2439,2999,[C:1]([F:2])([F:3])[F:4].[N:5]#[C:6][c:7]1[cH:8][n:9][cH:10][cH:11][n:12]1>>[C:1]([F:2])([F:3])([F:4])[c:10]1[n:9][cH:8][c:7]([C:6]#[N:5])[n:12][cH:11]1,10.2
2440,3000,[C:1]([F:2])([F:3])[F:4].[N:5]#[C:6][c:7]1[cH:8][n:9][cH:10][cH:11][n:12]1>>[C:1]([F:2])([F:3])([F:4])[c:11]1[cH:10][n:9][cH:8][c:7]([C:6]#[N:5])[n:12]1,11.4
2441,3001,[C:1]([F:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[n:8][cH:9][cH:10][n:11][cH:12]1>>[C:1]([F:2])([F:3])([F:4])[c:12]1[c:7]([O:6][CH3:5])[n:8][cH:9][cH:10][n:11]1,8.7
2442,3002,[C:1]([F:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][n:9][cH:10][cH:11][n:12]1>>[C:1]([F:2])([F:3])([F:4])[c:10]1[n:9][cH:8][c:7]([O:6][CH3:5])[n:12][cH:11]1,10.1
2443,3003,[C:1]([F:2])([F:3])[F:4].[CH3:5][O:6][c:7]1[cH:8][n:9][cH:10][cH:11][n:12]1>>[C:1]([F:2])([F:3])([F:4])[c:11]1[cH:10][n:9][cH:8][c:7]([O:6][CH3:5])[n:12]1,9.8
2444,3004,[CH3:1].[cH:2]1[n:3][cH:4][cH:5][n:6][c:7]1[C:8]#[N:9]>>[CH3:1][c:2]1[n:3][cH:4][cH:5][n:6][c:7]1[C:8]#[N:9],12.3
2445,3005,[CH3:1].[cH:2]1[cH:3][n:4][c:5]([C:6]#[N:7])[cH:8][n:9]1>>[CH3:1][c:2]1[cH:3][n:4][c:5]([C:6]#[N:7])[cH:8][n:9]1,11.5
2446,3006,[CH3:1].[cH:2]1[cH:3][n:4][cH:5][c:6]([C:7]#[N:8])[n:9]1>>[CH3:1][c:2]1[cH:3][n:4][cH:5][c:6]([C:7]#[N:8])[n:9]1,13.2
2447,3007,[CH3:1][O:2][c:3]1[n:4][cH:5][cH:6][n:7][cH:8]1.[CH3:9]>>[CH3:1][O:2][c:3]1[n:4][cH:5][cH:6][n:7][c:8]1[CH3:9],12.2
2448,3008,[CH3:1][O:2][c:3]1[cH:4][n:5][cH:6][cH:7][n:8]1.[CH3:9]>>[CH3:1][O:2][c:3]1[cH:4][n:5][c:6]([CH3:9])[cH:7][n:8]1,15.7
2449,3009,[CH3:1][O:2][c:3]1[cH:4][n:5][cH:6][cH:7][n:8]1.[CH3:9]>>[CH3:1][O:2][c:3]1[cH:4][n:5][cH:6][c:7]([CH3:9])[n:8]1,14.3
2450,3010,[N:1]#[C:2][c:3]1[n:4][cH:5][cH:6][n:7][cH:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[N:1]#[C:2][c:3]1[n:4][cH:5][cH:6][n:7][c:8]1-[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1,11.6
2451,3011,[N:1]#[C:2][c:3]1[cH:4][n:5][cH:6][cH:7][n:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[N:1]#[C:2][c:3]1[cH:4][n:5][c:6](-[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:7][n:8]1,10.6
2453,3013,[CH3:1][O:2][c:3]1[n:4][cH:5][cH:6][n:7][cH:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[CH3:1][O:2][c:3]1[n:4][cH:5][cH:6][n:7][c:8]1-[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1,11.0
2454,3014,[CH3:1][O:2][c:3]1[cH:4][n:5][cH:6][cH:7][n:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[CH3:1][O:2][c:3]1[cH:4][n:5][c:6](-[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:7][n:8]1,13.1
2455,3015,[CH3:1][O:2][c:3]1[cH:4][n:5][cH:6][cH:7][n:8]1.[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[CH3:1][O:2][c:3]1[cH:4][n:5][cH:6][c:7](-[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[n:8]1,11.9
2456,3016,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[n:6][cH:7][cH:8][n:9][c:10]1[C:11]#[N:12]>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][cH:8][n:9][c:10]1[C:11]#[N:12],11.9
2457,3017,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][n:7][c:8]([C:9]#[N:10])[cH:11][n:12]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][c:8]([C:9]#[N:10])[cH:11][n:12]1,10.3
2458,3018,[CH3:1][C:2]([CH3:3])[CH3:4].[cH:5]1[cH:6][n:7][cH:8][c:9]([C:10]#[N:11])[n:12]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][cH:8][c:9]([C:10]#[N:11])[n:12]1,13.1
2459,3019,[C:1]([CH3:2])([CH3:3])[CH3:4].[CH3:5][O:6][c:7]1[n:8][cH:9][cH:10][n:11][cH:12]1>>[C:1]([CH3:2])([CH3:3])([CH3:4])[c:12]1[c:7]([O:6][CH3:5])[n:8][cH:9][cH:10][n:11]1,13.4
